id	Tweet	Claim	Stance	Premise
2248734	*whispers* The @GOP isn't trying to win @realDonaldTrump votes by sending your kids back to school with no #COVID19 plan, they're trying to destroy public education by bankrupting and breaking the system by sending it into total chaos when half or more don't show up	school closures	FAVOR	1
2419157197	Quarantine-chievement: put gas in my car for the first time since March (April baby potentially related)	stay at home orders	NONE	0
1968653	@DianneInIndiana @no_silenced He's giving every Californian the 'big one' right now by forcing ANOTHER shutdown, like the first one worked so good. #insanity	stay at home orders	AGAINST	1
925320	Not wearing a mask has replaced confederate flag shirts as the ultimate indicator of white trash.	face masks	FAVOR	0
3183197883	@JudicialWatch @hevasomefnu Why did Hillary not go in front of a grand jury, for lying while under oath to congress?  #EndDemFascism #ObamaGate #WalkAway #AllLivesMatter #BLMTerrorists #EndShutDown	face masks	NONE	0
2234230377	Ayo this coronavirus gonna fuck us up even more.	school closures	NONE	0
3017814	LI’m no longer going to put up w this crap with the masks at PATH MEDICAL. I had a mask on, certified by the CDC!!! And they told me I need one of the ‘other ones’. Now we’re dictating which masks you can wear? These people are sick!	face masks	AGAINST	0
2374369	I'm not condoning violence, but why are all the stories about people catching a beating over masks about people who actually comply? You would think the non-mask wearers would be the ones on the run.:thinking_face: #MaskItOrCasket	face masks	FAVOR	1
3025492	I am a parent. And a bad teacher. And I am anxious about schools in fall. #schoolsreopening #pandemic #SchoolReopening	school closures	FAVOR	0
2143437	Can we talk about how thousands of #americans participated in the #BlackLivesMatter movement and #Covid_19 didn’t even spoke but a few #WhitePrivilege scum bags partying in Florida cause the world biggest spike? Almost like masks work??	face masks	NONE	0
3992920368	@kavita_anand @TTFMaya @AmitCTweets @nebuer42 @Meetasengupta @james_tooley @DeAngelisCorey @Francis_Joseph @AgarkarFatima @KBSfed @TVMohandasPai @swarup58 @nexusofgood Focus needs 2be on quality &amp; accountability irrespective of who the provider is. It’s shocking that as per @CSF_India recent report that 75p of #students in urban India choose fee paying private schools over FOC Govt. Separate Govt role as provider &amp; regulator	school closures	NONE	0
473353	It shouldn't be a news headline that Trump has a mask on during a pandemic. It should have been a bigger headline when he had rallies and meetings without a.mask. #coronavirus	face masks	FAVOR	0
449247439	@jrblythe1 @hillyprods @TangerineHearts @Maryna_CNXN @derekolson84 That was just an art shot. They are	stay at home orders	NONE	0
397229	@noprezzie2012 @dougducey And all of his administration along with every teacher &amp; school administrator in the great state of #Arizona. #Covidhoax #Covid19 #coronascam #CoronaVirusUpdates	stay at home orders	AGAINST	0
217464	I have two military sons training in full uniform and masks. So spare me your I can't breathe for 10 minutes in a store.	face masks	FAVOR	1
936376969	10 deaths in Spain from coronavirus in the last week and the UK introduces a new 14 day quarantine rule overnight. Zero thought or logic. At best, this is a new level of ineptitude by the UK government	face masks	NONE	0
2861996	What about the kids are being forced to go back to school because their parents are virus/pandemic deniers? Our kiddos are more aware than some give them credit for. That’s not an environment that promotes learning. That’s an environment that can create PTSD.	school closures	FAVOR	1
567044	@Mareq16 Reminds me of China. For decades they’ve worn masks bc of their polluted air. I refuse to look like a zombie. Think about it. Fear mongering.	face masks	AGAINST	1
3245344	If K-12 schools don’t open, why do I have to pay for 70% of my property taxes when I will essentially be teaching my own children. Sorry, but watching YouTube videos &amp; answering questions are not teaching/learning.	school closures	AGAINST	1
257048586	:notes::arrow_forward:Guarantee dey @chuvano  On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
3757727	@jordylancaster @realDonaldTrump Stop the #madness Masks make things worse, you know that!	face masks	AGAINST	0
2403793	@GavinNewsom If you're truly concerned about the spike in hospitalizations why haven't you asked for the floating Navy Hospital to return? Why have the popup hospitals closed?  #FakeNews	stay at home orders	AGAINST	1
3994842754	@SRuhle :speaking_head_in_silhouette::speaking_head_in_silhouette::speaking_head_in_silhouette:Tell them Chewbacca:bangbang::100::joy::mask::mask::mask:	face masks	NONE	0
1007612	@7point7billion @newscomauHQ @DanielAndrewsMP 90% of covid19 deaths come from people with pre existing medical conditions yet #DanAndrews is punishing millions of healthy victorians by putting them into 6 weeks of solitary confinement for a crime he commited. #COVIDVIC19	stay at home orders	AGAINST	1
4219085081270	I'm thinking about making some shirts that say "I self identify as a mask-wearer. Please don't shame me as it might be triggering" to wear in stores.	face masks	FAVOR	0
3466979845	@anubha1812 @HappyNGIS Everyone has to follow the law. As an Indian I’m also concerned that only good education will allow our children to reach their true potential. Don’t strangle schools by exercising Government control over fees. Don’t strangle our future	school closures	NONE	0
1535917	@GovMikeDeWine Now please close bars &amp; indoor dining	stay at home orders	FAVOR	0
1987768242	@MonkmanFrances @NSWYoungLabor @NSWLabor @JodiMcKayMP It hasn't even been two weeks / a #Covid19 cycle since they were mandated?	face masks	NONE	0
10491701	:notes::arrow_forward:Fall again @B_RedHKN   On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
2368712	@Constance8News I'm so sorry for your loss, prayers and condolences go out to you &amp; your family I lost my cousin to covid-19 day before yesterday, so I understand. People are dying as result of other people not wearing a mask. This is not a joke/hoax!!!!	face masks	FAVOR	1
584516	We aren't against teachers we are just against this system. Just think, education that is a base of the future of an individual is fully dependant on apps. Ans for that schools are taking fees and  teachers aren't paid if they are unable to teach online.	school closures	NONE	0
3115641	If, 6 months later, you're still wearing a mask.....you might as well wear one the rest of your life.	face masks	AGAINST	0
3022426	@BorisJohnson Can you please explain to the nation what plans you have put in place to open up the schools in September!! Seemingly you (like trump) don't have a plan Get your act together else the schools will be empty Spend the money on school safety! :rage:	school closures	FAVOR	1
45061	@MrMasonMills @YcmiYcmiu There is air in houses/buildings too. Are we expected to live in a mask constantly?  I won't wear one at all.	face masks	AGAINST	0
358549494	@govkristinoem It gives them Kawasaki Disease symptoms. They’re lungs aren’t as developed as adults. Babies across Texas are dying RIGHT NOW. Please talk to doctors before you post. #COVIDIOT #kristinoem	face masks	NONE	0
1349550	Lets just remember that its not the policy around face masks which will ruin the high streets   Its the opinions and views of those who are ignorant and entitled which will damange high streets.   Just get on with it and stop moaning #facemasks	face masks	FAVOR	1
1678419576	@FoxNews so tired of Fox citing COVID numbers.	stay at home orders	NONE	0
655053	@SuzanneEvans1 maybe it is from the blowjob you  to a complete stranger in the parking  lot of the  grocery store gave before putting on the mask   #Stupidity #idiots	face masks	AGAINST	0
1485671777	:notes::arrow_forward:Shekere @yemialadee @angeliquekidjo On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
205359955	@SpeakerPelosi Well, you're still a dimwit #COVIDIOTS	stay at home orders	NONE	0
3467951	We still need to engage on the matter of schools We support teachers on this one   #mbali  #TsongaDrive  ##SchoolMustClose	school closures	FAVOR	0
1460138	I challenge @realDonaldTrump @PressSec @GovRonDeSantis @BetsyDeVosED  to attend schools 5 days a week, 7 hrs a day when schools reopen. Come on in, sit in a desk, use the kids' restrooms, navigate the crowded halls, ride the bus, sit in the cafeteria if it's so safe.	school closures	FAVOR	1
980715	Went to Macdonalds for take away = mask on  changed mind and ate in = mask off  next door to buy newspaper = mask on  into pub to read it = mask off  makes perfect sense :thinking_face:  wake up everybody !!!!  #nomasks #COVID19	stay at home orders	AGAINST	0
3896141673	@BBCNews Why is emergency legislation in place?  11 dwarfs isn't a national emergency.	stay at home orders	NONE	0
1953972219	To all our Muslim brothers and sisters:   May Allah keep you safe, grant your prayers, and give you strength as you celebrate this joyous occasion of Eid al-Adha.   From your #ProudMakatizens Eid Mubarak!	stay at home orders	NONE	0
399702	@ASlavitt Wait unti @GovTimWalz allows schools to reopen. #NotMyChild	school closures	FAVOR	0
306202	Texas schools are reopening, so why the hell aren't we? @PBSCD  #ReopenSchools	school closures	AGAINST	1
2385115	@NPR Is that Tucker Carlson?  #COVIDIOTS	face masks	FAVOR	0
1150873	@MarkRuffalo I’m spending the summer holiday in Northern Italy where masks are mandatory in stores. I thought it would be bad but it’s not especially when you know you safe lives.	face masks	FAVOR	1
2718533	@intheMatrixxx Masks are not an effective tool to prevent the spread of infectious respiratory viruses!  However they are effective symbols of fear!	face masks	AGAINST	1
2394351394	Schools closing all around me, if only coronavirus was known this time last year....	school closures	NONE	0
162442629	@DevinCow @ObamaFoundation Because I tweeted this Trump shall try to pet a cow:cow2: before election day.@DevinCow #Cowspiracy #VeryScaryPeople #VeryStableGenius #WalterReed	face masks	NONE	0
3679530	It’s been four months, my kids have played with their neighborhood friends almost every day- none of us have COVID. Tell me why we can’t open up schools WITHOUT masks and social distancing?	school closures	AGAINST	1
139540	@GavinNewsom @TheEllenShow That is exactly why I don't wear a MASK. I will not be a subject for your #science pandemic  I'm tough, I'm ambitious, and I know exactly what I want. If that makes me a bitch.....okay, guilty as charged  #MyBodyMyRules #MyBodyMyChoice	stay at home orders	AGAINST	1
813330	@yotesrhungry @dougducey .@GOP #Koch #ALEC #TrumpPence #bootlicker @9thFloorAZ @The_RGA &amp; #TrumpPence won’t stop killing Americans until whole #families are televised falling dead in the streets from #coronavirus  #COVID19 kills  #SocialDistancingWorks to #SlowTheSpread  #WearMasks	stay at home orders	FAVOR	0
1656111721	@IFEX @Wamagaisa @efie41209591 @advocatemahere @NMusandu People should desist from sweeping against the law. #covid19Zim	stay at home orders	NONE	0
498147	@WaltDisneyWorld stop trying to get people to visot the parks with the BS specials you are running. As long as you have the BS facemask rule your bottom line is going to suffer. We will not allow you to make $$. Get rid of the crazy ass rule and we will.once again visit.	face masks	AGAINST	1
4942950458516	@IDPH @IDPH the LIES that people TELL THEMSELVES about #coronavirus is ridiculous. And, it’s gonna get MILLIONS MORE PEOPLE SICK &amp; DEAD! Just listen to the experts(#IDPH, @CDCgov, @WHO, #DrFauci). Take ALL of the necessary precautions. To at least, PROTECT YOURSELF. And,	face masks	FAVOR	1
3018687	Social distancing is just a beautiful theory, learners when you turn your back they don’t practice it nor wear masks. Even teaching is not conducive, how do you avoid touching learners scripts?. Even marking class tests?	school closures	FAVOR	1
2574161	Thanks to @realDonaldTrump  the #Coronavirus has got  bad all because he was to	stay at home orders	FAVOR	0
3917616994	#BlackLivesCantMatter until #AllLivesMatter. America won't trade one social injustice for another...	stay at home orders	NONE	0
3128728128	:notes::arrow_forward:Sponono @DjMaphorisa @wizkidayo  On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
3344662	I work 10 hours in a 96 degree wearhouse walking 20,000+ steps a day and lifting heavy boxes and I wear a mask. STOP COMPLAINING YOU CANT BREATH WELL ENOUGH TO WALK 30 MiN WITH A MASK.	face masks	FAVOR	1
1426803493	#COVID19 8/2 World: 17,839,641 cases/679,516 dead US: 4,639,005 cases/154,619 dead BRAZIL: 2,707,877 cases/93,563 dead NY: 444,388 cases/32,773 dead NYC: 222,330 cases/18,915 dead Ohio: 93,031 cases/3,529 dead Cuyahoga County, OH: 12,518 cases/475 dead*  *(8/1)	face masks	NONE	0
501920	Another Republican aide said, "Ridiculing people for wearing masks is also not uncommon." The person added that the GOP's "anti-mask brigade" appears to be "forcing staff to report to work even if they have legitimate concerns about their health."	face masks	FAVOR	1
2775952	So its the first day of compulsory masks here and i just went to the post office and on the way i passed a girl holding her mask in her hand and then both of the staff at the post office had their masks down on their chins.	face masks	FAVOR	0
171337	@ChristineBrett8 This is rediculous..what is going on @MattHancock .please do tell us what u plan if there is never a vaccine?? No really please tell us?? #NoMaskOnMe	stay at home orders	AGAINST	0
804746	@PabloDeGrate @TB_Times Can you recruit nations in a class action law suit? If so the teachers should speak to the teachers in Austria, Australia, Canada, Denmark, Finland, France, Germany, Japan, Israel, The Netherlands, Sweden, Switzerland, South Korea... all which have opened schools.	school closures	NONE	0
4249600225	@globalnews More like Canada's top propagandist. #HydrochloroquineIsTheCURE	stay at home orders	NONE	0
2945640	Why doesn't Pillow Man make MASKS if he wants to be helpful?  #mypillowguy #coronavirusUSA	face masks	FAVOR	0
970536	Because once we get to HIT, even high-risk individuals bear little risk! And yes, COVID19 will come back each year, but each return will have materially less impact. In fact, it most likely will simply become the fifth coronavirus to cause the common cold.	stay at home orders	AGAINST	1
71667	@Gay_Alcorn @BarnsGreg Why are you asking stupid questions? Give people an inch they take a mile #StayHomeSaveLives	face masks	FAVOR	0
3191187229	@bennyjohnson @realDonaldTrump @mattgaetz America has a few things to be ashamed about if you have a conscious, empathy, integrity, and a strong sense of responsibility. In order to replace you have to find it. Today, America is unrecognizable.	face masks	NONE	0
905282509	:notes::arrow_forward:Woman @heisrema  On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
3495195	I’m absolutely scared silly about this coronavirus. I want to batten down the hatches and keep my babies home till it blows over #COVID2019uk	school closures	FAVOR	1
1526746	I'd rather a child be held back a grade than to wipe out their immediate family members with this contagion. #vaccine #pandemic #coronavirus #Covid19	school closures	FAVOR	1
3746915661	And now Toronto is letting people occupy downtown Toronto @TorontoPolice @JohnTory you guys are a true joke to the society of Canada.   Canada the swamp is here...you want Seattle, well you got it!  #EnoughIsEnough #CorruptionInGovernment #NotMyPrimeMinister	stay at home orders	NONE	0
154875	@ConHome @drchrisnewton Our government advised the scientific evidence would be followed. It isn't. The only science that's being followed is that of individuals who have vested interests in the pharmaceutical industries! In the words of the W.H.O. ....won't get fooled again! #KBF #Plandemic	face masks	AGAINST	1
228593	#walgreens #BedBathandBeyond all slated for store closures. I knew many corporations would not survive these virus closings.	stay at home orders	AGAINST	0
324878	@apriestOEA So the State Board chickened out. Isn’t it time to SUE THE STATE? Schools SHOULD NOT OPEN, PERIOD! Please help us. OEA is our last resort. Thank you.	school closures	FAVOR	0
4106125323	Good Morning! It’s Monday! New week and new opportunities!	face masks	NONE	0
97354	@HebOnTheWeb @caromaple Much as I would like to show my appreciation for all these brave souls who seem prepared to take a #coronavirus bullet for me, because the ‘arn’t afraid of the virus/flu’ think it’s a ‘plandemic’, ‘scamdemic’ or your just macho, you continue to spread it morons so	face masks	FAVOR	0
1697872974	#COVID19 is not a hoax, it’s a real virus. The hoax is fear mongering shoved down our throats by the MSM and severity of the virus an a daily basis.	face masks	NONE	0
2289547936	Wonder how much #pfizer stock #Fauci owns? Ever wonder why he keeps the fear level high? Look into his background and vaccines. It all starts to make sense. #FireFauciNow	school closures	NONE	0
2851583925	@donwinslow This is nothing but the truth. Did Twitter censure the bounty Hoax tweet Trump put out, no they didn’t &amp; that tweet is a total lie. NATO and allies were briefed along with Trump himself. So no, @TwitterSupport, this video speaks the truth &amp; nothing is embellished.	school closures	NONE	0
3430934	@RichieMcGinniss @JackPosobiec Look at how young they all are.  No wonder they don’t want schools to reopen.  These kids would have to be in class. @realDonaldTrump   Also, I don’t think this is 6’ social distancing.  Anyone got CV #s in this city?	school closures	FAVOR	0
1527485	@CyrilRamaphosa when will we go to level 2? You cant keep us locked up forever #JobsSaveLives #COVID19	stay at home orders	AGAINST	1
168697	Will someone please explain to me why everything can open back up, but schools full of children who are the least affected by this virus that 99% recover from remain closed??	school closures	AGAINST	1
4057851974	@GavinNewsom Be Smart Gavin! #Hydroxychloroquine Works! CA is going BROKE. Your STATS mean Nothing:see_no_evil:. Exaggerated Inflated Manipulated. Are those deaths from Other Diseases? Are those positives ASymptomatic? OPEN UP CA before it is Decimated by Homelessness Joblessness Depression	face masks	NONE	0
2905151942	@EpochTimes @larry_kudlow This is outrageous.	stay at home orders	NONE	0
2945229	Like is it so hard to wear a fucking mask in a grocery store for the length of time you shop!! I have to wear mine for my entire 9 hour shift!! I’m so tired of yelling at customers that to put their mask on and the mask has to be covering their mouth and nose!!	face masks	FAVOR	1
2389890977	@RepRaulRuizMD #California district 36 is up for reelection 11/20.  Since Mr. Ruiz took office in this district, there as been more crime and graffiti is this once great district. I am also aware of all the home imvasions under Ruiz.  Please, vote for @RealErinCruz	stay at home orders	NONE	0
1892779307	@ChrisJansing It isn't just about dying. Many who recover, including the young, have long term complications, and possibly life long complications. Anyone hospitalized in America has to worry about medical bills, which can be crushing. #WearAMask	stay at home orders	NONE	0
3335557	@BelTel Oh fuck off. Jaysus what's more offensive a mask or the way sick and disabled people are treated by the tories through pip assessments? But Boris cares sooo much about the people, I right. Fuckin do one	face masks	FAVOR	1
4279556693	:notes::arrow_forward:Baby favour @lilkeshofficial   On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
2595838331	:notes::arrow_forward:Too much money @victor_adere  On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
1443071	Great job @Delta for having the courage to kick the people who refused to wear masks off your flight!	face masks	FAVOR	0
2552297428	Day 139 of self isolation Baked 2 apple pies. Franks swears that he only cut up 4 apples, but... There was way too much for 1 pie. Watched episode 3 of Warrior Nun on Netflix. Nuns I knew were kind &amp; gentle. Frank says the ones he knew were like Sister Frances.	face masks	NONE	0
1967459133	@EricDJuly Translation: Grandma touched her face after opening a door. Grandma didn't wash her hands. Grandma had a pre existing condition.  Why wasn't Grandma social distancing?  FEAR IS NOT A VIRTUE	stay at home orders	NONE	0
2345745	PM Modi, the idea of #DigitalIndia makes NO sense when you ban schools from operating and using digital learning instead of EXTENDING its use to all children from different backgrounds. #SaveOurSchools	school closures	AGAINST	1
1880190040	@thehill @mcspocky Americans who lost their lives, due to Trump's maladministration of #covid19, over 134,000.  This did not need to happen, America is one of the richest countries in the world, BUT we have an Inept POTUS, and his entire administration grossly neglecting U.S.	school closures	NONE	0
1935566	Why should schools stay closed? None of these kids are social distancing or wearing mask there all on beaches, lake's and hanging out in parking lots in crowd's. They all believe this virus is only older people so let them go to school	school closures	AGAINST	1
3898740990	@GovMikeDeWine Keep your health advice to yourself. You’re not a doctor	stay at home orders	NONE	0
1862825571	:notes::arrow_forward:Scatter @fireboydml  On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
5155566708978	@YourAnonUnit Just wear your mask it's not that hard:heart_eyes_cat:.	face masks	FAVOR	0
3442933	@GerryPoling1 @dbltrouble247 @JoyAnnReid Schools employ janitors, no split schedule; kids back full time and teachers have health insurance through the unions!  Problem solved!	school closures	AGAINST	0
3969587398	@TMobile Last movie in theaters - Avengers : Endgame. Last movie at home - Onward (released due to virus). Could use this for home movies with 2 kids during this time. #TMobileTuesdays #contest	stay at home orders	NONE	0
748089	TAKE YOUR KIDS OFF THE FUCKING SCHOOLS! #COVID2019 #coronavirus #workingfromhome #StayTheFHome	school closures	FAVOR	0
3672491	@Constance8News I’m so sorry. Why is wearing a mask so hard?	face masks	FAVOR	0
165763	#COVID19 death numbers are inflated.  A large percentage of deaths are those who died  WITH #WuhanVirus, and not FROM it.	stay at home orders	AGAINST	1
511194098	@beebomco  Congratulations for the 2million subs!!!!:confetti_ball::fireworks::tada: You totally deserved it and it paid back big time. But this is not the end tho, we will go higher and beyond hopefully. #Beebom2M  #Congratulations	stay at home orders	NONE	0
2546886	@realDonaldTrump That's wonderful... NO ONE IS WEARING A MASK..	face masks	AGAINST	0
3837858	The reason Parliament is closed and schools are open is because this Covid-19 virus kills old people than young people,so I don't get the logic behind the argument that kids must stay at home cause Parliament is closed,kids must go to school.	school closures	AGAINST	1
1840933	@SadtuNational Teaching profession is disrespected in our country. Our Learners will bring death to their parents and they will become orphans due to Covid-19 Teachers will bring death to their families too. It will end in tears.	school closures	FAVOR	0
847897	Neighbor who refused to wear a mask has covid and didn’t tell anyone until 12 days into symptoms and a positive test...”flames on the side of my face”...	face masks	FAVOR	1
733210	@winknews (1/2) We're Healthcare Workers, Peds to Geriatric; work #Florida; Family :heavy_minus_sign: #COVID19 ; don't know 1 Pt.; Co-Worker; Friend/Family who've Tested :heavy_plus_sign: Simple Precautions on any given day prevents spread of Infections :mask::sneezing_face::wastebasket::open_hands::face_with_thermometer:#healthcareworkers  #OpenAmericaNOW	school closures	AGAINST	1
318169092	:notes::arrow_forward:Number one @Badboytimz   On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
2563781769	13-07-2020 #Malta #NoPublicHealthEmergency  #COVID19Malta Today: 0 Case  0 Recovery  456 Tests   Totals 674 Recorded cases 107,622 Tests 660 Recoveries 5 Active Cases 9 Deaths  #StaySafeStayHealthy	face masks	NONE	0
1381770569	@dominiquetaegon So. Refuse.	stay at home orders	NONE	0
791438	@its_johnmartin They need us to be their scapegoat for new outbreaks. Like seat belts they must make wearing masks mandatory to protect the ignorant from themselves.	face masks	AGAINST	1
402155991	@MattHancock U should be ashamed of ur behaviour and the crap u keep spouting... this started as a 3 week lockdown to protect the nhs and flatten the curve..what the hell is happening!!???#KeepBritainFree	face masks	NONE	0
1095534	@realDonaldTrump @Mike_Pence What a disaster of a group. Not everyone is wearing masks. What are you people thinking?! Lead by example.	face masks	FAVOR	0
3079455	@LewisHamilton Then use your position to fight for the right of all human beings to live their lives freely, to go where they want, to breathe the air and not wear a mask. Next race do us all a favour and dump the mask. Make a stand for humanity.	face masks	AGAINST	0
610164	Please wear a mask, all!/Repeat: I repeat: Mask up/when you go outside! #haiku #haikuchallenge #micropoetry #poetry #repeat #CoronavirusPandemic #CoronavirusChallenge #WearAMask #ShelterInPlace	stay at home orders	AGAINST	0
597565	@fliss1977 @dockaurG The idea is to create a new generation of even more ignorant people. Easier to control and manipulate by the fewer. I can't believe how easy is to brainwash people. Schools need to reopen normally!	face masks	AGAINST	0
3502476318	I miss concerts.  Watching @RealMeatLoaf 2011 show from GUILTY PLEASURES tour final show at Sydney Entertainment Center.  But no live concerts is worth it to  #StopTheSpread of #COVID19	face masks	NONE	0
2204730	Taking off your mask is the new taking off your bra when you get home	face masks	FAVOR	0
3886545	@PressSec Show us the science that children and staff are not in harm's way if schools open.&lt; All of it, as I know you hate cherry picked data.&gt;   Cases are skyrocketing. Schools are *not* daycares.	school closures	FAVOR	1
531634	@okea @GovStitt Isn’t it time to SUE Stitt? Numbers increasing in hospitals, ICU’s, and infections. Teachers and staff ARE AT SERIOUS RISK! No schools should open! Please help!	school closures	FAVOR	1
777589	@Liberty_Ctr @pnjaban @IngrahamAngle Schools must provide in person learning options for children, all children have a right to equal access to education.	school closures	AGAINST	1
999675017	What the US is doing right now is akin to a cancer patient that tells the doctors he/she will wait for the disease to progress before taking action. Time to wake up.  #coronavirus #COVID19	school closures	NONE	0
559714	@__la_uren Take care and, no matter what you're told, do not go into these crowded places unnecessarily. We know nothing about this virus, hence we MUST play it safe. Best way is to	stay at home orders	AGAINST	1
849376102	I just watched the @WorldHealthOrg2 press conference on-line, they say that the chance of having a vaccine, in the next several months, that covers everyone is unlikely. We are going to have to learn to live with #COVID19 for the foreseeable future.	face masks	NONE	0
996509	@SenSchumer Stop the #covidhoax you ignorant ape.   #ThesePeopleAreSick #DemsAreDestroyingAmerica #Scamdemic	stay at home orders	AGAINST	0
3474310943	@JonLemire @AP I’m so thankful my parents didn’t file a lawsuit over drinking the polio vaccine. #COVID19	face masks	NONE	0
706810	No Fauci, not one state needs to pause their re-opening plans. As a matter of fact no state should have been shut down.	stay at home orders	AGAINST	0
1896311	When @PressSec Kayleigh McEnany was pushing @realDonaldTrump's agenda to reopen schools, did I really hear her say, “The science should not stand in the way of this?  Or am I drunk, high, in a coma...?  #kayleighlies #TrumpFailsAmerica #TrumpKillsUs  #MAGA	school closures	FAVOR	0
1421864	True prevention is not waiting for bad things to happen, it's preventing things from happening in the first place. #selfcare #mentalhealth #quarantine #exercise #mask #peventialhealth #community #washyourhands #cure #publichealth #immunesystem	stay at home orders	FAVOR	1
3415975	@cvrup_usa Dude, masks don't help you with virus. Facts proven.	face masks	AGAINST	1
738604459	This is how every county should be testing in Texas yet .@GovAbbott is buying into bad data and testing reports and taking orders from Fauci whose proven to be unreliable and a fraud.	face masks	NONE	0
3622638	@JohnCornyn And what exactly are you doing to make schools any safer, Senator?  Teachers and students need PPEs and testing.  Most school don’t have nurses or even money for sanitizers and tissues. You want all kids going back to school without safeguards?	school closures	FAVOR	1
2841278	@MattHancock @andrealeadsom No thanks. #novaccine #nomasks #endsocialdistancing	stay at home orders	AGAINST	0
3577583	Grocery shopping with husband at Kroger today for a couple of items for dinner. No masks. Yelled at by woman 10 ft away at register and when asked my manager if I needed a mask “no thank you I don’t need one”.	face masks	AGAINST	0
1434071	@KAG45Patriot #facemasks are mostly effective when wore by the sick people. As it is difficult to know who is sick and who is not, if mass people #WearAMask in public places it can significantly reduce the spread of the virus.	face masks	FAVOR	1
3059003	@JustinBrannan @agounardes @Sen_Gounardes  I'm concerned about the coronavirus and CUNYs lack of disinfecting strategies. They aren't cleaning. CUNY is overcrowded and we're all commuter schools, we can't avoid mass transit. They won't listen to us. #CUNY	school closures	FAVOR	1
4079824782	No bed is available in hospitals now, Before going to Gardens, arrange bed &amp; covid test facility lab for yourself &amp; family members  Thank you #StayHomeStaySafe	face masks	NONE	0
2313470	373 confirmed cases of the Coronavirus in the UK and six deaths. The numbers are only expected to rise - surely the safest options would be to temporarily close schools whilst more research is done on COVID-19 ?!	school closures	FAVOR	1
484148	USA are leading the chart for confirmed covid19 cases, active cases and death yet they're opening their schools. Please @NGRPresident @NGRSenate @HouseNGR @NigEducation open our schools	school closures	AGAINST	1
3512019	@Real_Eudaimonia Nice. For your sake, I hope the 4 deeply conservatives see through the covid BS and open schools on time, and with none of the unnecessary social distancing precautions.	school closures	AGAINST	0
113829	@Jali_Cat Why the fuck are people still not allowed to open up their businesses? This lockdown is sick joke that never should of happened!	stay at home orders	AGAINST	0
676317	@daretoth @annvandersteel Often fatal?? Are you really that dumb?  There is a 99.8% survival rate.  Please turn off the #FakeNews and use some critical thinking.	face masks	AGAINST	1
1017819	Cancels #GOP convention but wants schools reopened! Conservatives are only saving themselves! #TrumpVirus #GestapoTrump	school closures	FAVOR	1
2359870126	@JulieReichwein1 @TrumpTower20 @realDonaldTrump There is a virus but the left have turned it into a circus.	stay at home orders	NONE	0
407097	@JohnCornyn @thornedella Now's the time to #ReopenAmerica . The #COVID19 models that were used to shut the country down were off by 800%, Democrat governors &amp; mayors are using the shutdown to curtail our rights w/insane exec orders. Enough already.	stay at home orders	AGAINST	1
2134464	#keepyourchildhome... why? Unless they have a pre-existing condition (MOST understandable), their mortality rate rounds down to ZERO %.   Oh, but they could become carriers! Then... wear your mask, right? Social distance, right?   I smell BS.	school closures	AGAINST	1
1686385	Of course I wear a mask. What am I, a red shirt on Star Trek?	face masks	FAVOR	0
880234	@Joe22143142 @DPACSheffield @amandadewinter @PTE_Campaign @Rachel_deSouza @lehain ...and of course of the 60 schools that have had cases so far, we have no idea how many of these will progress to hospital or death. Our children are being used as guinea pigs.	school closures	FAVOR	1
1379665528	@GeraldoRivera You think the virus is bad, wait until that vaccine hits. #LiberalismIsAMentalDisorder #SocialismKills #NoVaccine	face masks	NONE	0
2790565011	@LanaMurphy Out on bail, does that send the right message?  Is this on the same day the largest on the spot fine was created?  Sending some mixed messages here, is the pandemic and wearing mask a serious matter or not? #COVID19Vic	face masks	NONE	0
